                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    142,                0.96939,                0.51814,                0.93214,                 0.9538,                0.95238,                0.97914,                0.65712,                 1.1372,                0.52796,                0.99116,               0.008614,               0.008614,               0.008614
                    143,                0.93691,                0.50993,                0.92838,                0.96232,                0.93551,                0.97865,                0.68481,                 1.0849,                0.52919,                0.98134,              0.0086041,              0.0086041,              0.0086041
                    144,                0.96782,                0.51969,                0.93803,                0.97168,                0.94255,                 0.9824,                0.68604,                 1.0672,                0.50972,                0.98127,              0.0085942,              0.0085942,              0.0085942
                    145,                0.94548,                0.51576,                0.93197,                 0.9548,                0.92846,                0.97552,                0.66735,                 1.0767,                0.52485,                0.98431,              0.0085843,              0.0085843,              0.0085843
                    146,                0.94707,                0.51939,                 0.9219,                0.96525,                0.93956,                0.97954,                0.69367,                 1.0379,                0.51563,                0.97329,              0.0085744,              0.0085744,              0.0085744
                    147,                0.93003,                0.51558,                0.92054,                0.96292,                0.95055,                0.98178,                0.68086,                 1.0249,                 0.5091,                0.97071,              0.0085645,              0.0085645,              0.0085645
                    148,                0.97943,                0.53453,                0.93637,                0.94968,                0.95421,                0.98094,                0.67496,                 1.1145,                0.51045,                 1.0023,              0.0085546,              0.0085546,              0.0085546
                    149,                0.95212,                0.52696,                0.92131,                0.95826,                0.93223,                0.97427,                0.67395,                 1.0914,                0.51353,                0.98511,              0.0085447,              0.0085447,              0.0085447
                    150,                0.94115,                0.51044,                0.92191,                0.95739,                0.92491,                0.97802,                0.67246,                  1.111,                 0.5224,                0.98274,              0.0085348,              0.0085348,              0.0085348
                    151,                0.95466,                0.52454,                0.92633,                0.95035,                0.95238,                0.97907,                0.68959,                 1.0697,                0.50986,                 0.9826,              0.0085249,              0.0085249,              0.0085249
                    152,                 0.9648,                0.52304,                0.92834,                0.96808,                0.94419,                 0.9838,                0.68717,                 1.0381,                0.50358,                0.97856,               0.008515,               0.008515,               0.008515
                    153,                0.94412,                 0.5137,                0.92121,                0.97295,                0.93956,                0.98024,                0.69121,                 1.0397,                0.50178,                0.96732,              0.0085051,              0.0085051,              0.0085051
                    154,                0.94172,                 0.5156,                0.92713,                0.95728,                0.94392,                0.97633,                0.68632,                 1.0578,                0.50866,                0.97576,              0.0084952,              0.0084952,              0.0084952
                    155,                0.95458,                0.51648,                0.92528,                0.95754,                0.94998,                 0.9787,                0.68361,                 1.0729,                0.50414,                0.97967,              0.0084853,              0.0084853,              0.0084853
                    156,                0.96339,                0.52036,                0.93317,                0.96257,                0.95604,                0.98551,                0.69345,                 1.0527,                 0.5012,                0.97549,              0.0084754,              0.0084754,              0.0084754
                    157,                0.93887,                0.50969,                0.92087,                0.97171,                0.94349,                0.98347,                0.70162,                 1.0083,                0.49761,                0.97337,              0.0084655,              0.0084655,              0.0084655
                    158,                0.95382,                0.50729,                0.92663,                0.96753,                0.93773,                0.97929,                 0.6863,                 1.0418,                0.50456,                0.97847,              0.0084556,              0.0084556,              0.0084556
                    159,                0.93117,                0.50814,                0.92707,                0.95889,                0.93973,                0.98057,                0.69441,                 1.0417,                 0.5026,                0.97172,              0.0084457,              0.0084457,              0.0084457
                    160,                0.94279,                0.51147,                0.92379,                0.97058,                 0.9359,                0.98166,                0.69663,                 1.0386,                0.50235,                0.97832,              0.0084358,              0.0084358,              0.0084358
                    161,                0.92335,                0.50074,                0.92378,                0.96065,                0.92308,                 0.9792,                0.67535,                 1.0851,                0.51256,                0.98465,              0.0084259,              0.0084259,              0.0084259
                    162,                0.94246,                0.51294,                0.91999,                0.94346,                0.91758,                0.97644,                 0.6606,                 1.1214,                0.52906,                 1.0064,               0.008416,               0.008416,               0.008416
                    163,                0.92697,                0.49468,                0.91326,                0.96613,                0.94047,                0.97888,                0.68174,                 1.0857,                0.51757,                0.99656,              0.0084061,              0.0084061,              0.0084061
                    164,                0.92579,                0.51572,                0.91985,                0.94835,                0.94139,                0.97458,                0.68661,                 1.0685,                0.52527,                0.98775,              0.0083962,              0.0083962,              0.0083962
                    165,                0.93903,                0.51684,                0.93343,                0.96018,                0.93773,                0.97527,                0.68257,                  1.054,                0.51594,                0.97909,              0.0083863,              0.0083863,              0.0083863
                    166,                 0.9723,                0.52994,                0.92792,                0.97163,                0.94082,                0.98236,                0.69674,                 1.0067,                0.49969,                 0.9619,              0.0083764,              0.0083764,              0.0083764
                    167,                 0.9337,                0.50347,                0.91796,                 0.9629,                0.94689,                0.98553,                0.69994,                 1.0319,                0.48617,                0.97405,              0.0083665,              0.0083665,              0.0083665
                    168,                0.93804,                0.50812,                0.92171,                0.96755,                0.92491,                 0.9773,                0.69718,                 1.0231,                0.49018,                0.97152,              0.0083566,              0.0083566,              0.0083566
                    169,                0.93189,                0.50011,                0.92069,                0.97591,                0.92674,                0.97663,                0.70082,                   1.01,                0.48323,                0.95939,              0.0083467,              0.0083467,              0.0083467
                    170,                 0.9373,                0.50941,                0.92469,                 0.9574,                0.94663,                0.98107,                0.67665,                 1.0811,                0.50008,                0.97711,              0.0083368,              0.0083368,              0.0083368
                    171,                0.92407,                0.49911,                0.91576,                0.96078,                0.94225,                0.97898,                0.65792,                 1.1518,                0.52165,                 1.0019,              0.0083269,              0.0083269,              0.0083269
                    172,                0.92604,                0.50048,                 0.9139,                0.95423,                0.94139,                0.98116,                0.67617,                 1.0656,                0.50483,                0.98779,               0.008317,               0.008317,               0.008317
                    173,                0.94339,                0.51722,                0.92326,                 0.9647,                0.94689,                0.98147,                0.69393,                   1.04,                0.49816,                0.97606,              0.0083071,              0.0083071,              0.0083071
                    174,                0.92664,                  0.498,                0.91204,                0.96268,                0.93407,                0.98243,                0.70162,                 1.0196,                0.48947,                0.96814,              0.0082972,              0.0082972,              0.0082972
                    175,                0.92268,                0.50009,                0.92781,                0.96437,                 0.9418,                0.98135,                0.69343,                 1.0332,                0.49233,                 0.9797,              0.0082873,              0.0082873,              0.0082873
                    176,                0.92459,                0.50647,                0.92234,                 0.9721,                0.95238,                0.98598,                0.70373,                 1.0213,                0.48256,                0.97785,              0.0082774,              0.0082774,              0.0082774
                    177,                0.91159,                0.49098,                0.91509,                0.95828,                0.96703,                 0.9872,                0.70028,                 1.0453,                0.47782,                0.97715,              0.0082675,              0.0082675,              0.0082675
                    178,                0.92924,                0.50237,                0.92053,                0.96837,                0.95337,                0.98157,                0.69752,                 1.0569,                0.48559,                0.98783,              0.0082576,              0.0082576,              0.0082576
                    179,                0.93553,                 0.5018,                0.90711,                0.97171,                0.94353,                 0.9836,                0.69333,                 1.0554,                0.48878,                0.98004,              0.0082477,              0.0082477,              0.0082477
                    180,                0.92319,                 0.5022,                 0.9251,                0.94523,                0.94833,                0.98169,                0.68346,                 1.0658,                0.49252,                0.98415,              0.0082378,              0.0082378,              0.0082378
                    181,                0.90918,                0.50589,                0.91428,                0.95495,                0.94505,                0.98301,                0.67928,                 1.0593,                0.48924,                0.97255,              0.0082279,              0.0082279,              0.0082279
                    182,                0.90388,                0.48883,                 0.9093,                 0.9577,                0.92491,                0.97602,                0.69683,                 1.0507,                0.48544,                 0.9813,               0.008218,               0.008218,               0.008218
                    183,                  0.905,                0.49054,                0.91498,                0.97036,                0.94689,                0.98426,                0.69804,                 1.0526,                0.49359,                0.98598,              0.0082081,              0.0082081,              0.0082081
                    184,                0.90756,                0.49103,                0.91387,                0.96626,                0.95238,                 0.9845,                0.69857,                 1.0301,                0.48418,                0.97618,              0.0081982,              0.0081982,              0.0081982
                    185,                0.89208,                0.48467,                0.91383,                0.97306,                0.95238,                0.98692,                 0.7069,                 1.0123,                0.48232,                 0.9649,              0.0081883,              0.0081883,              0.0081883
                    186,                0.92884,                0.50297,                0.91945,                0.95924,                0.94832,                0.98544,                 0.7086,                 1.0223,                0.48406,                0.95928,              0.0081784,              0.0081784,              0.0081784
                    187,                0.92045,                0.49827,                0.92083,                0.96984,                0.94219,                0.98381,                0.68102,                 1.0771,                0.50203,                0.98605,              0.0081685,              0.0081685,              0.0081685
                    188,                 0.8981,                0.49556,                0.91494,                 0.9698,                0.93223,                0.97514,                0.68601,                 1.0452,                0.48591,                0.98251,              0.0081586,              0.0081586,              0.0081586
                    189,                0.91115,                  0.498,                0.91314,                0.96284,                0.94903,                0.98295,                0.68724,                 1.0614,                0.48895,                0.98338,              0.0081487,              0.0081487,              0.0081487
                    190,                0.90073,                0.49554,                0.91694,                0.96793,                0.93985,                0.97999,                0.70219,                 1.0261,                0.48639,                0.96951,              0.0081388,              0.0081388,              0.0081388
                    191,                0.90712,                0.48742,                0.91791,                0.96277,                0.94717,                 0.9777,                0.70914,                 1.0187,                0.48051,                0.96527,              0.0081289,              0.0081289,              0.0081289
                    192,                 0.9013,                0.48439,                0.91191,                0.95318,                0.94689,                0.98384,                0.70403,                 1.0218,                0.47564,                0.96901,               0.008119,               0.008119,               0.008119
                    193,                0.90905,                0.48537,                0.92229,                0.97414,                0.93773,                0.98045,                 0.7081,                 1.0052,                0.47247,                0.95894,              0.0081091,              0.0081091,              0.0081091
                    194,                0.91341,                0.49112,                 0.9173,                0.96843,                0.95519,                  0.986,                  0.703,                 1.0303,                0.47356,                0.96972,              0.0080992,              0.0080992,              0.0080992
                    195,                0.89715,                0.47934,                0.90334,                0.96095,                0.94652,                0.98517,                0.70005,                 1.0276,                0.47653,                0.96454,              0.0080893,              0.0080893,              0.0080893
                    196,                0.90288,                0.48734,                0.91374,                0.98104,                0.94779,                0.98664,                0.70612,                 1.0089,                0.46815,                0.96492,              0.0080794,              0.0080794,              0.0080794
                    197,                0.91173,                0.48741,                0.91267,                 0.9809,                0.94047,                0.98212,                0.69394,                 1.0424,                0.47929,                0.96938,              0.0080695,              0.0080695,              0.0080695
                    198,                0.89306,                0.48331,                0.90838,                0.95366,                 0.9423,                0.98015,                0.69052,                 1.0439,                0.49146,                0.97025,              0.0080596,              0.0080596,              0.0080596
                    199,                0.91388,                0.48958,                0.91956,                0.95968,                0.93956,                 0.9801,                0.70304,                 1.0163,                0.47837,                0.96505,              0.0080497,              0.0080497,              0.0080497
                    200,                 0.9075,                0.48772,                0.91301,                0.96784,                0.93713,                0.98046,                0.69131,                 1.0373,                0.48319,                0.97646,              0.0080398,              0.0080398,              0.0080398
                    201,                0.89376,                0.47917,                0.90491,                0.95541,                0.94192,                0.97169,                0.68174,                 1.0773,                0.50283,                0.99069,              0.0080299,              0.0080299,              0.0080299
                    202,                0.89982,                0.48103,                0.91045,                 0.9796,                0.95421,                0.98424,                0.71053,                 1.0185,                0.46601,                0.96525,                0.00802,                0.00802,                0.00802
                    203,                0.90399,                0.49363,                0.91038,                0.97421,                 0.9304,                0.97741,                0.70017,                 1.0247,                0.48826,                0.97217,              0.0080101,              0.0080101,              0.0080101
                    204,                0.91089,                0.49785,                0.91747,                 0.9488,                0.95034,                0.98053,                0.70051,                 1.0199,                0.48372,                 0.9664,              0.0080002,              0.0080002,              0.0080002
                    205,                0.87603,                 0.4828,                0.89948,                0.96261,                0.94139,                0.97756,                0.69329,                 1.0417,                0.47398,                0.96966,              0.0079903,              0.0079903,              0.0079903
                    206,                0.88113,                0.47326,                0.89666,                0.96834,                0.95241,                0.98577,                0.70398,                 1.0156,                 0.4706,                0.96466,              0.0079804,              0.0079804,              0.0079804
                    207,                0.90558,                0.47992,                0.91117,                0.96137,                 0.9573,                  0.987,                 0.6979,                 1.0314,                0.48086,                0.96803,              0.0079705,              0.0079705,              0.0079705
                    208,                0.90105,                0.48497,                0.90445,                0.96573,                0.94322,                0.98376,                0.70659,                 1.0117,                0.47573,                0.95568,              0.0079606,              0.0079606,              0.0079606
                    209,                0.88651,                0.48635,                0.91321,                0.96606,                0.94322,                 0.9801,                0.69515,                 1.0242,                0.47875,                0.96343,              0.0079507,              0.0079507,              0.0079507
                    210,                0.88166,                0.47811,                0.90544,                0.97568,                0.95528,                0.98608,                0.70179,                  1.024,                0.47097,                0.96854,              0.0079408,              0.0079408,              0.0079408
                    211,                0.89045,                 0.4804,                 0.9136,                0.97372,                0.93773,                0.98365,                0.67436,                 1.1185,                0.49601,                0.99792,              0.0079309,              0.0079309,              0.0079309
                    212,                0.88187,                 0.4877,                0.90729,                0.97915,                0.94624,                0.98642,                0.69812,                 1.0225,                0.47247,                0.97678,               0.007921,               0.007921,               0.007921
                    213,                0.87608,                0.47758,                0.90942,                 0.9719,                0.93223,                 0.9865,                0.70038,                 1.0193,                0.47135,                0.97122,              0.0079111,              0.0079111,              0.0079111
                    214,                0.88297,                0.47397,                0.90427,                0.98027,                0.93407,                0.98441,                0.70638,                 1.0069,                0.46796,                0.97329,              0.0079012,              0.0079012,              0.0079012
                    215,                0.88699,                0.48382,                0.90743,                0.97358,                0.94139,                0.98406,                0.71266,                0.99875,                0.45676,                0.96568,              0.0078913,              0.0078913,              0.0078913
                    216,                0.87861,                0.47721,                0.90701,                0.97541,                0.94456,                0.98686,                0.71263,                 1.0116,                0.47107,                0.96225,              0.0078814,              0.0078814,              0.0078814
                    217,                0.86877,                0.47172,                0.90595,                0.96799,                0.94162,                0.98162,                 0.7049,                 1.0143,                0.48739,                0.96706,              0.0078715,              0.0078715,              0.0078715
                    218,                0.88405,                 0.4748,                0.90416,                0.95704,                0.93853,                0.98049,                0.70793,                 1.0192,                0.48521,                0.97841,              0.0078616,              0.0078616,              0.0078616
                    219,                0.89107,                0.48266,                0.90145,                0.96606,                0.93773,                0.97954,                0.69636,                 1.0429,                0.49097,                0.97807,              0.0078517,              0.0078517,              0.0078517
                    220,                0.88032,                0.47587,                0.90591,                0.96447,                0.94473,                0.98335,                0.70913,                 1.0242,                0.47851,                0.96874,              0.0078418,              0.0078418,              0.0078418
                    221,                0.88409,                0.48051,                0.90623,                0.97026,                0.93773,                0.98445,                0.71585,                 1.0006,                0.46031,                0.95848,              0.0078319,              0.0078319,              0.0078319
                    222,                0.88694,                0.47116,                0.90464,                0.97199,                0.95341,                0.98739,                0.71327,                 1.0166,                0.46793,                0.96929,               0.007822,               0.007822,               0.007822
                    223,                0.85831,                0.47271,                0.89896,                0.98455,                0.93361,                0.98257,                0.70559,                 1.0136,                0.48544,                0.96615,              0.0078121,              0.0078121,              0.0078121
                    224,                0.87336,                0.47328,                0.90879,                0.98288,                0.94658,                0.98711,                0.69853,                 1.0515,                0.47678,                0.97106,              0.0078022,              0.0078022,              0.0078022
                    225,                0.86824,                0.46678,                0.90065,                0.97778,                0.93956,                0.98191,                0.70152,                 1.0442,                0.47525,                0.96872,              0.0077923,              0.0077923,              0.0077923
                    226,                0.88843,                0.47508,                0.91025,                0.97105,                0.94872,                0.98642,                0.71251,                  1.014,                 0.4578,                0.95903,              0.0077824,              0.0077824,              0.0077824
                    227,                0.86904,                 0.4715,                0.90121,                0.97468,                0.95238,                0.98633,                0.71071,                 1.0149,                0.46757,                0.96363,              0.0077725,              0.0077725,              0.0077725
                    228,                0.87073,                0.46852,                0.90301,                 0.9628,                0.94796,                0.98448,                0.70635,                 1.0221,                0.47066,                0.96766,              0.0077626,              0.0077626,              0.0077626
                    229,                0.90358,                0.48402,                0.91268,                 0.9702,                0.95409,                0.98655,                0.70903,                 1.0462,                0.47176,                0.97987,              0.0077527,              0.0077527,              0.0077527
                    230,                0.88839,                0.47735,                0.90569,                0.96307,                0.95238,                0.98441,                0.69842,                 1.0447,                0.48248,                0.97322,              0.0077428,              0.0077428,              0.0077428
                    231,                0.87284,                0.47063,                0.89483,                0.97405,                0.94505,                0.98249,                0.71018,                 1.0076,                0.47278,                 0.9712,              0.0077329,              0.0077329,              0.0077329
                    232,                0.88009,                0.47403,                0.90257,                0.96848,                0.95055,                0.98089,                0.70302,                 1.0256,                 0.4765,                 0.9716,               0.007723,               0.007723,               0.007723
                    233,                0.86988,                0.46364,                0.89812,                0.97317,                0.95604,                0.98443,                0.69052,                 1.0569,                0.47959,                 0.9795,              0.0077131,              0.0077131,              0.0077131
                    234,                0.86657,                0.47256,                0.91006,                0.96611,                0.93977,                0.98211,                 0.7047,                 1.0063,                0.47792,                0.95656,              0.0077032,              0.0077032,              0.0077032
                    235,                0.87175,                 0.4791,                0.90647,                0.95762,                0.94872,                 0.9848,                0.71189,                 1.0049,                0.46974,                0.95756,              0.0076933,              0.0076933,              0.0076933
                    236,                0.89407,                0.47904,                0.89761,                0.95932,                0.95604,                0.98476,                0.70477,                 1.0283,                 0.4757,                0.97231,              0.0076834,              0.0076834,              0.0076834
                    237,                 0.8539,                0.46299,                 0.8985,                0.96951,                0.93956,                0.98582,                0.71052,                 1.0026,                 0.4668,                0.96492,              0.0076735,              0.0076735,              0.0076735
                    238,                0.86259,                0.46097,                0.90613,                0.97362,                0.94629,                0.98662,                0.70282,                 1.0237,                0.46241,                0.97249,              0.0076636,              0.0076636,              0.0076636
                    239,                0.87865,                0.47338,                0.90058,                0.96791,                0.93909,                0.98528,                0.70585,                 1.0129,                0.46695,                0.96549,              0.0076537,              0.0076537,              0.0076537
                    240,                0.86939,                0.47789,                0.90253,                0.97564,                0.95368,                0.98439,                0.69951,                 1.0217,                0.47007,                0.96582,              0.0076438,              0.0076438,              0.0076438
                    241,                0.84989,                0.46471,                0.90137,                0.96556,                0.94139,                 0.9813,                 0.6994,                 1.0097,                0.46687,                 0.9612,              0.0076339,              0.0076339,              0.0076339
                    242,                0.86352,                 0.4576,                0.89973,                0.95546,                0.94139,                0.98022,                0.70804,                 1.0067,                0.47299,                0.96221,               0.007624,               0.007624,               0.007624
                    243,                0.86925,                0.46766,                0.89485,                0.95456,                0.95238,                0.98492,                0.70436,                 1.0227,                0.46741,                0.96734,              0.0076141,              0.0076141,              0.0076141
                    244,                0.86972,                0.46884,                0.90158,                0.97495,                0.92649,                0.98355,                0.70317,                  1.028,                0.47252,                0.97041,              0.0076042,              0.0076042,              0.0076042
                    245,                0.88567,                 0.4686,                0.90585,                 0.9733,                0.94689,                0.98243,                0.70548,                 1.0341,                0.47741,                0.96889,              0.0075943,              0.0075943,              0.0075943
                    246,                0.86308,                0.46107,                0.90315,                0.97141,                 0.9359,                0.98174,                0.70529,                 1.0268,                0.46609,                0.96809,              0.0075844,              0.0075844,              0.0075844
                    247,                0.86107,                0.46164,                0.89768,                0.96433,                 0.9359,                0.98412,                0.70367,                 1.0337,                0.46891,                0.97373,              0.0075745,              0.0075745,              0.0075745
                    248,                0.86621,                0.45727,                0.90044,                0.97686,                0.92773,                0.97954,                0.69982,                 1.0355,                0.47615,                0.97605,              0.0075646,              0.0075646,              0.0075646
                    249,                0.86475,                0.46968,                0.90327,                0.96987,                0.94342,                0.98534,                0.70253,                 1.0331,                0.46884,                0.96894,              0.0075547,              0.0075547,              0.0075547
                    250,                0.85252,                0.45665,                0.89071,                0.97013,                0.94689,                0.98471,                0.70098,                 1.0509,                0.46306,                0.96997,              0.0075448,              0.0075448,              0.0075448
                    251,                0.86857,                0.46642,                0.89947,                0.97297,                0.96154,                0.98598,                0.72119,                0.99327,                0.44961,                0.95891,              0.0075349,              0.0075349,              0.0075349
                    252,                0.85565,                0.46764,                0.89904,                0.98616,                0.94505,                0.98817,                0.71398,                 1.0281,                0.45392,                0.96903,               0.007525,               0.007525,               0.007525
                    253,                 0.8379,                0.45523,                0.89303,                0.96987,                0.94505,                0.98334,                0.70015,                 1.0492,                0.46401,                0.97279,              0.0075151,              0.0075151,              0.0075151
                    254,                0.86342,                0.46252,                0.90071,                0.97843,                0.95238,                0.98353,                0.70374,                 1.0316,                0.45272,                0.97114,              0.0075052,              0.0075052,              0.0075052
                    255,                0.83878,                0.45552,                0.89447,                0.95831,                0.96827,                0.98637,                0.71298,                 1.0047,                 0.4557,                0.95803,              0.0074953,              0.0074953,              0.0074953
                    256,                0.84069,                0.45257,                0.89904,                0.97922,                0.94947,                0.98532,                0.71506,                 1.0273,                0.46271,                0.96582,              0.0074854,              0.0074854,              0.0074854
                    257,                0.84456,                 0.4564,                0.89163,                0.96624,                0.95788,                0.98767,                0.70945,                 1.0543,                0.46422,                0.97796,              0.0074755,              0.0074755,              0.0074755
                    258,                0.84206,                 0.4549,                0.89049,                0.97155,                0.93829,                0.98101,                0.70439,                 1.0484,                0.48739,                0.96806,              0.0074656,              0.0074656,              0.0074656
                    259,                0.84639,                0.45414,                 0.8959,                0.95914,                0.94139,                0.98105,                0.70955,                 1.0203,                0.47819,                0.95518,              0.0074557,              0.0074557,              0.0074557
                    260,                0.83809,                0.45204,                0.89252,                0.96692,                0.93773,                   0.98,                0.70058,                 1.0466,                 0.4787,                0.96553,              0.0074458,              0.0074458,              0.0074458
                    261,                0.85294,                 0.4585,                0.89753,                0.97174,                0.94468,                0.97983,                0.70987,                 1.0107,                0.47019,                0.96292,              0.0074359,              0.0074359,              0.0074359
                    262,                0.85777,                0.46105,                0.90726,                0.97036,                 0.9595,                0.98514,                0.71726,                0.99249,                0.45362,                0.95266,               0.007426,               0.007426,               0.007426
                    263,                0.87054,                0.47462,                0.90083,                0.95996,                0.95421,                0.98376,                0.71243,                0.99659,                0.45672,                0.95641,              0.0074161,              0.0074161,              0.0074161
                    264,                0.84928,                0.46185,                0.89689,                0.97522,                0.94505,                 0.9843,                0.69814,                 1.0285,                0.46396,                 0.9576,              0.0074062,              0.0074062,              0.0074062
                    265,                0.86613,                0.45681,                0.89952,                0.97577,                0.94139,                0.98221,                0.70885,                 1.0209,                0.46343,                0.96403,              0.0073963,              0.0073963,              0.0073963
                    266,                0.84413,                 0.4602,                0.89524,                0.96619,                0.94207,                0.98211,                0.71742,                0.99083,                  0.457,                0.95545,              0.0073864,              0.0073864,              0.0073864
                    267,                0.82446,                0.44903,                0.89658,                0.95588,                0.95231,                0.98058,                0.70889,                  1.007,                0.45254,                  0.961,              0.0073765,              0.0073765,              0.0073765
                    268,                0.84191,                0.45251,                0.89197,                0.95925,                0.94851,                0.98219,                0.70306,                 1.0129,                0.45906,                0.96613,              0.0073666,              0.0073666,              0.0073666
                    269,                0.84878,                  0.451,                0.89682,                0.95592,                0.95325,                0.98379,                0.70734,                 1.0087,                0.45811,                0.96776,              0.0073567,              0.0073567,              0.0073567
                    270,                0.83711,                0.45103,                0.89687,                0.96627,                0.95055,                0.98459,                0.70567,                 1.0355,                0.45898,                0.96675,              0.0073468,              0.0073468,              0.0073468
                    271,                 0.8318,                0.44668,                 0.8876,                0.94857,                0.96703,                0.98257,                0.70337,                 1.0253,                0.45864,                0.95686,              0.0073369,              0.0073369,              0.0073369
                    272,                0.83047,                0.44881,                  0.888,                0.95772,                 0.9543,                0.98406,                0.71712,                 1.0075,                0.45834,                 0.9606,               0.007327,               0.007327,               0.007327
                    273,                0.84905,                0.45046,                0.89188,                0.96832,                0.95183,                0.98434,                0.71961,                0.99996,                0.44848,                0.95592,              0.0073171,              0.0073171,              0.0073171
                    274,                0.84211,                0.45053,                0.89942,                0.95622,                0.95421,                0.98331,                0.71437,                 1.0185,                0.45427,                0.96011,              0.0073072,              0.0073072,              0.0073072
                    275,                0.84241,                0.44358,                0.89522,                0.96301,                0.95377,                0.98315,                0.72311,                 1.0015,                 0.4539,                0.95111,              0.0072973,              0.0072973,              0.0072973
